312043	212375	1
313231	200344	2
312676	213931	1
309251	202991	2
308170	212295	5
314212	213618	2
313597	202003	4
311485	209355	4
309625	207898	4
309576	205197	4
310978	203237	5
314270	207360	2
309188	210966	3
308525	210229	3
314223	201521	1
308654	205417	1
307284	207384	2
314808	213656	4
314853	212071	1
308267	204528	1
312271	204253	2
308576	208213	3
314838	210122	1
309089	211817	2
313591	205881	4
307338	205714	2
308201	200717	2
309841	212047	3
312218	204807	1
307057	212402	5
309713	208405	2
309586	204230	4
314756	201711	2
314768	210218	3
313765	208958	4
312584	212775	3
310281	210690	2
308387	208977	5
314305	204369	1
310000	208224	3
307493	211728	1
310579	200088	1
311906	213309	5
310770	211958	3
311594	208719	5
308732	210466	2
310020	201554	6
308143	205021	1
314262	212825	2
308108	208588	4
307019	204928	4
307610	205428	3
313423	212302	5
313226	202367	1
309293	206832	1
312393	206520	1
310355	210539	2
311496	200569	5
313833	200663	1
313624	205456	2
314331	213816	2
307789	208446	1
314958	202498	2
314111	214490	1
313627	206031	1
313276	214901	3
310772	212827	4
308764	206960	4
310133	201800	3
308458	200261	3
310902	206612	2
307436	207305	1
310573	214231	3
307540	210235	4
310980	209721	4
308570	200221	3
313481	202122	3
311444	202631	2
313948	205935	1
311243	214132	1
309903	212962	3
311071	207924	2
313010	208739	5
307124	208858	3
310917	204687	5
311286	200508	4
312942	203211	6
311521	203876	3
309957	210837	7
311975	203003	1
314294	203784	5
307183	203631	1
308526	213454	4
310822	209269	4
308380	201754	1
310425	206230	1
310466	214845	5
314785	203544	5
308486	202909	4
307387	207515	4
310989	213674	4
311618	205895	1
310284	201060	1
308546	207025	1
311289	210902	5
308272	204535	1
307023	210052	1
308920	202934	3
309601	203881	3
307946	212066	5
309857	210353	2
310719	203992	1
309092	212977	1
310396	200980	1
309157	201014	7
314046	214574	6
310014	211010	4
307862	214109	1
309413	206199	4
310120	207723	1
313274	207744	1
307968	212457	1
310228	201880	2
308896	201360	3
309055	208758	3
314206	214306	1
308014	204185	1
307550	201713	2
308030	205982	2
307106	202500	1
307242	202489	3
310829	204206	1
313620	212641	2
307438	202957	1
308212	208798	6
309185	205132	3
311603	210935	1
309774	200779	2
313237	206072	1
314499	206492	3
309692	212839	5
314362	201045	2
309237	214490	4
311539	204494	1
311585	213329	3
314698	207347	1
309621	208796	1
310184	203437	5
314883	207332	2
309931	204859	3
314789	211785	1
314762	205544	3
310041	211762	8
308749	200274	1
311015	205284	5
307123	206847	6
311002	207942	1
307833	200938	4
310832	212795	4
307530	210450	5
311213	212003	4
310641	202115	2
310866	204965	4
307008	203709	2
309337	205616	5
309366	213741	1
309019	212449	5
309746	202860	2
312237	213355	1
308221	208681	4
312513	202579	5
312844	201297	1
314207	202070	8
310877	207310	1
311938	210455	1
308737	207697	3
311191	212434	1
313195	206638	2
310456	212257	1
309543	211522	3
311505	206159	3
308523	213771	4
313088	212418	2
308879	202544	1
314998	203373	3
313556	201064	4
311792	200333	4
309836	211842	1
308769	201792	4
309693	203825	4
308440	205783	5
313891	206531	2
309792	204769	3
312232	207911	2
313389	203343	4
307916	209889	4
309021	212123	1
307052	200635	4
308969	206008	1
310705	214241	2
312071	208741	1
314333	205738	4
314348	211025	2
312559	209439	5
310748	214769	2
309265	211862	4
314744	210357	1
308317	203971	1
312074	211741	6
307679	212432	4
308859	210927	1
310541	207538	1
313426	211712	4
309569	214661	3
311265	201503	1
312447	202425	1
309188	208893	4
311838	206742	5
312810	203618	1
312348	214726	2
314535	212383	1
313896	205322	2
310857	200408	2
311932	208882	1
314492	204764	1
313173	212802	4
307199	211415	3
311881	202472	2
314872	206058	4
308995	204728	4
307578	211247	3
314923	210473	4
308219	203722	2
307292	201118	1
308838	210224	5
313008	210288	2
311135	214857	2
311369	205347	1
311645	203374	1
311726	200390	2
311830	212745	1
309161	205966	1
307350	203742	1
309324	205993	2
314384	210195	4
314187	207132	1
312465	214345	2
307094	208637	8
311130	205870	3
308727	203865	1
313983	204883	4
310644	209337	3
307041	202325	2
311979	214318	1
310630	209266	1
312219	207078	3
310140	211983	1
309913	201318	1
312970	209277	3
314446	201865	1
313494	204819	2
312923	204533	3
309158	204772	6
310521	203951	4
309921	211077	5
309295	208169	6
313736	203888	2
307229	212697	3
311181	207773	3
314067	206709	1
312106	202365	3
308674	210483	6
313830	205478	3
313789	213971	4
309162	200165	5
312699	207654	2
309444	204283	3
309395	203598	3
314747	204262	1
308415	204539	1
307686	213615	3
307786	200362	4
313888	214305	3
308877	200223	3
309360	205057	2
308758	208384	6
313951	210285	3
314335	214716	2
314279	202904	6
314527	204525	4
308590	210135	3
310480	202870	3
311164	212387	1
313542	204927	5
311951	214055	4
313172	205851	1
308586	213669	5
312257	214403	3
307029	210078	1
309883	204290	2
308737	205793	3
308546	202062	1
307269	211329	1
312470	208573	3
310636	211425	5
312726	202504	3
312430	203173	1
308346	210725	4
307512	200121	4
311719	210631	4
314244	203396	1
313690	204312	1
312301	204176	5
312857	212542	1
308105	207757	2
307817	202640	4
310041	209229	2
308483	203831	3
310671	206444	7
309413	208392	2
313986	212913	3
314461	206765	3
311775	207715	3
307911	204298	2
314500	200519	1
312789	205664	6
311658	204230	3
311806	204994	5
308916	201561	1
310993	203587	2
309623	201597	1
311247	209141	1
309426	214212	1
312478	205248	1
308666	213132	2
309941	213447	1
307248	212423	1
309833	210142	3
313249	214880	1
310708	208644	2
308611	202117	1
307823	200876	4
314052	214657	4
309229	208633	3
307650	211120	1
310929	207850	5
309139	205586	3
314708	211753	5
308514	206679	3
308963	207545	2
307859	206605	3
307651	209556	3
310796	206793	3
314682	210266	3
310522	204291	3
311023	210636	5
313890	204580	2
310858	204448	1
310663	208872	2
310159	209204	2
307993	214743	2
309160	202729	6
314141	210021	1
313503	200089	3
311207	203652	1
309521	200566	5
313053	205545	1
312083	201014	2
311649	200316	2
310505	210935	4
309659	203229	2
313734	201323	2
310552	214072	4
314664	214730	1
312656	206492	4
314744	202117	2
312383	207934	1
308173	209758	5
312461	211239	6
310189	200560	4
310944	205036	3
308467	206869	2
313595	201195	1
310224	208372	4
307695	201568	5
314898	203847	4
309760	212478	5
310113	203990	1
311997	214070	2
311969	212538	1
310055	204829	2
313245	200091	3
312566	213694	4
313020	203807	1
310289	207269	3
314738	214692	2
313472	214414	1
311222	210082	1
309034	206067	1
307394	201884	2
309039	213577	1
307153	201288	2
307451	203653	1
313855	211811	5
311871	202041	4
313948	212428	3
311396	212489	1
314789	200058	2
308930	203029	3
309995	213324	3
313181	213224	2
309409	211703	1
314359	201313	4
312110	202454	1
309621	208911	1
312025	207301	1
307654	210724	4
313046	213330	3
308126	208247	4
312878	208070	1
308071	203547	1
310819	203385	6
313534	203343	2
313968	201741	6
314297	211491	4
313458	214015	1
309208	211735	5
308803	212094	1
307657	200695	3
314953	211386	6
314107	208670	1
309069	211603	1
310090	206682	2
312173	207947	2
307387	206032	1
312754	204666	1
312066	209027	1
310838	207832	3
312790	211913	2
308133	204482	1
309948	212583	2
310357	211177	1
313731	204226	4
314869	202001	4
310666	200062	5
311102	207408	4
310492	200065	3
307223	203451	2
312123	203332	1
314952	208126	5
308466	204149	1
308916	205821	4
314538	212020	4
311041	203987	4
314996	209917	5
311056	200930	1
310279	212430	3
311043	206573	4
311597	200122	4
310530	201170	1
314682	202587	1
308606	209738	3
313770	204440	3
313325	210793	1
308759	208984	1
310278	213234	3
308125	209092	3
310796	214866	1
313352	204189	2
307110	207598	1
313343	211873	2
312078	203154	1
311219	205033	1
312359	213596	5
311170	213153	1
310270	203758	2
307831	209663	1
314425	211240	2
313418	212755	5
311784	208956	1
314131	210559	3
308613	211074	1
307458	203957	3
314355	208341	3
309006	203753	2
311517	212627	1
310410	206266	1
312962	211959	1
311697	209556	3
310832	205081	5
309350	207378	2
308817	203768	1
307007	204941	3
314041	211388	7
312180	205481	5
307155	206860	4
307112	204790	2
309697	210383	2
311598	207116	2
309257	206911	1
308532	203885	2
312914	205607	1
307500	209385	6
311911	203797	5
314469	201207	5
313364	201440	5
308026	201724	1
308949	200486	2
310260	214293	1
310283	204612	6
314048	201408	1
310184	212566	3
307738	209725	4
309210	212666	4
312624	214525	4
307724	214455	1
312116	205380	1
307598	214426	3
307904	210517	6
312520	201579	1
310581	201880	4
308706	204046	1
307490	205649	1
314222	212586	1
310831	203775	2
314662	204618	1
313896	206463	2
310250	213130	1
307283	214826	1
310176	204512	1
314655	201318	4
309552	200985	2
312423	212202	6
310203	208705	4
314248	209594	1
314009	205480	2
314495	203125	4
307136	214922	3
309706	201779	1
312096	201168	1
308453	213633	4
313840	210458	1
308281	213063	2
311859	202227	1
313261	212547	6
310907	204077	2
311678	203651	6
312188	208975	4
308751	208343	5
309746	214535	5
308661	203929	6
312541	207839	2
308123	206071	4
308432	208521	5
310301	212868	4
307194	214083	4
308234	213406	3
310053	200708	1
313003	212961	4
311173	213758	1
308355	204667	5
310228	214046	1
311453	213515	1
310894	213647	5
307508	210578	1
313694	212569	1
312403	211920	1
311164	211768	4
312619	214238	1
311757	202645	3
310323	210105	1
311615	210761	2
307202	206293	3
314522	212592	1
307974	202336	3
307276	204247	1
307560	203118	6
311920	214489	2
310389	212053	3
310599	201697	3
307931	212339	3
308625	206526	4
313281	211895	2
312137	209245	1
313123	202230	6
309144	205314	1
314377	206427	2
310461	213394	4
313463	213092	1
308696	206066	1
311747	203440	6
312239	208340	7
311853	214615	1
309700	210008	3
314965	205045	5
307495	200096	3
314097	211514	1
313340	204674	1
310783	203223	2
309044	210012	1
313325	205444	2
310597	206106	1
312045	211196	4
311493	211556	3
310605	212508	5
308442	211070	2
307819	204459	3
311731	209232	2
313021	207949	4
314916	213006	4
309656	200172	3
314363	206048	5
314603	206459	1
313959	210824	1
312351	207615	2
311777	206876	1
313269	201849	7
312591	200686	2
314884	213923	4
313477	202162	2
307261	213281	2
309305	214219	3
307553	208705	2
312430	210068	4
312600	212181	3
314264	212372	4
310035	205224	5
307509	213952	4
313461	201573	9
307535	204948	1
309380	214690	5
314213	202132	4
307333	205979	5
307918	211915	10
311633	209814	6
310668	209411	2
314938	213187	2
310229	206615	3
311988	201620	4
311420	204173	1
312060	210472	2
313960	208262	4
314948	204105	4
307079	203324	4
313484	209367	3
309122	204406	1
314070	211220	3
307706	207376	3
313043	212127	2
309036	209617	5
311257	206724	4
314367	208827	1
312705	205592	4
310217	213636	1
314959	200376	2
312249	212012	4
310457	206983	3
313579	202563	4
312162	209580	1
309281	209803	3
313565	211420	2
313288	203845	5
313540	205123	2
309288	209610	5
309290	208420	5
307529	212070	4
310629	211546	1
312063	214610	2
307072	210329	1
308278	201330	5
308383	202472	3
313720	204265	2
313964	203820	2
314029	210880	1
310588	200097	2
312465	211815	2
314785	211228	2
307959	202004	1
311385	212571	5
309757	212308	1
308815	207364	1
314220	202369	3
308464	200061	3
309384	201743	2
311456	206940	4
307937	209176	1
312440	212336	1
307093	210030	3
314172	200247	3
309693	205724	3
312358	212826	3
311238	212010	3
310338	213259	1
308741	205254	4
311386	210466	1
314326	207613	3
307905	206554	2
310112	214870	4
307047	212429	2
312582	201027	1
310501	203960	4
308676	210399	4
314428	201890	2
308789	209365	5
307132	212168	1
314262	204953	2
313082	210088	5
310212	213685	1
308628	200173	4
312920	204816	1
311565	212850	3
311713	206099	1
311705	204957	3
310785	200597	1
312467	214240	1
312195	212313	2
309289	209234	4
313581	205547	5
311356	211696	1
310619	203130	3
308757	208152	4
308295	202733	4
309397	213141	4
308848	211198	1
313721	208173	5
310561	210440	1
311047	211843	2
310935	206583	1
313843	213526	1
313452	214938	2
310484	203260	4
313817	200929	1
307367	202745	1
312202	208038	4
307024	209093	4
314835	201169	3
314900	214619	3
312017	208606	1
308244	214944	3
314212	213344	3
308420	207834	3
309441	208853	1
308614	212389	1
307727	205962	1
312602	204881	3
313155	207695	2
310787	210817	7
309707	205530	1
307590	214070	6
309698	208216	1
313160	211857	1
314012	213063	1
310907	207742	2
310805	211773	2
312816	214923	2
314447	212818	1
308203	208239	4
312641	202279	1
314718	213977	2
308446	200291	3
314982	212263	1
314134	211336	5
312264	205190	4
313848	212378	3
309606	207331	6
307240	213897	4
310662	207399	4
309001	213118	3
310016	213931	3
312688	200645	1
307542	205861	4
309014	211626	1
310423	208410	2
311022	207471	1
