301212	213104	4
303701	213033	2
300981	209114	2
303048	201714	5
305915	210014	2
303817	200356	6
303116	207323	4
305567	211018	2
301612	200950	1
301619	208407	3
301756	204184	3
303429	214980	2
304878	201598	4
305446	210700	3
301165	214021	4
301226	214640	1
303232	213101	3
302728	201711	10
302348	201205	4
301924	202130	1
302983	209869	5
300555	206680	1
303664	208931	6
306450	214582	2
302736	210485	2
301778	203237	1
304940	204799	4
302469	211842	1
303340	209927	1
306558	210471	1
302809	211360	3
300810	212466	2
302792	211447	1
304783	207973	4
300831	202762	1
304643	204320	4
305447	207020	3
302851	207858	1
302430	205354	1
302212	206722	3
306413	202268	1
302945	207193	4
304074	208533	4
300225	208848	1
300874	207046	2
303689	200601	2
300301	202255	2
301685	206136	2
304693	204488	4
304526	202644	1
304181	203378	2
300432	214919	1
301448	209638	2
304959	206029	6
304078	211684	3
300418	203351	1
303515	201444	5
303922	214333	4
300201	209244	1
302932	203181	4
306621	202708	4
305132	213982	1
301205	203460	3
305279	201023	6
306601	205929	1
305013	200224	1
303017	203557	1
301737	212063	2
305153	208046	6
306432	203385	2
305613	201445	2
302542	212547	2
300399	208912	3
304693	213871	3
302653	210297	4
305028	202004	4
300336	213310	2
304442	212853	5
301162	207862	1
304101	209697	4
303778	208166	4
304352	210842	4
300186	204611	4
302502	211943	4
305232	207098	3
306495	204648	1
304000	205406	3
303917	206520	3
305215	207334	1
305988	209026	4
300859	210369	3
306883	202260	1
306000	206836	3
306631	204367	5
300255	211580	5
302834	200461	5
306879	214999	6
304813	208449	3
304425	202614	2
300977	209019	6
302845	200701	1
302275	204489	4
300644	205021	1
306575	200621	1
300907	206421	2
301542	202102	4
305740	210449	2
301719	202697	3
305934	208783	2
301390	208885	3
304588	212603	2
300118	207905	1
300806	200406	3
302752	200136	3
303169	205060	5
303049	208621	4
306493	203548	3
301165	214575	2
305274	205576	3
304322	202869	4
303449	212209	3
304930	205701	3
304842	200661	5
305968	211119	4
301786	212151	1
305861	202401	1
301262	207606	1
306955	200787	2
300864	200331	5
301606	213793	4
303439	202183	5
306881	214290	4
301315	212493	6
300938	204850	4
303811	212711	1
301141	203662	4
305360	206630	1
303363	206069	6
301198	203785	2
304099	200182	4
304395	200536	5
303654	202349	2
301568	202900	6
300798	211276	3
301900	209828	4
305630	205595	2
301953	211433	3
302429	210520	2
305553	205199	4
300497	208138	4
303835	205809	4
302561	202116	3
304254	209568	5
300949	212823	1
303091	210199	4
302995	214214	2
301958	210867	5
305719	202566	2
306405	213416	2
300698	203909	1
302860	210751	3
300439	205667	4
302857	210185	1
303262	208339	1
302584	201648	1
303886	211975	3
303743	208411	4
303453	204171	2
302453	208445	2
306195	211303	3
306341	209155	1
302642	201841	3
301219	204424	1
304960	214591	4
304018	203152	2
306603	204567	1
304354	203286	4
306874	210188	6
304722	200974	3
304767	209315	7
301635	213566	1
305640	210873	1
306930	207402	5
304414	202105	2
303553	203489	1
302333	211650	3
300923	204781	5
300834	204827	2
300756	203414	2
302649	203600	1
306506	200586	4
302764	214223	1
301838	203800	4
304736	202900	1
305970	200515	4
304411	200398	2
306913	213086	6
304062	214997	4
301916	212071	4
302680	205897	2
306614	202484	5
306740	204544	2
303215	201340	4
302175	203164	5
301328	213069	1
303923	214101	1
304182	203883	2
300428	203979	3
305323	212811	2
300960	213612	2
305133	200884	5
305396	204701	1
306388	207924	1
301161	205489	3
300990	201635	6
300384	212423	2
304921	203738	5
300896	207621	5
306533	213823	4
303599	202458	3
306541	205773	7
303199	212734	4
301710	206464	3
303339	208479	1
306984	210850	4
306542	214659	4
301188	203977	3
301755	208961	3
303791	213314	2
300644	203199	3
303419	211117	3
303913	204356	5
303865	214885	2
303046	204453	1
306777	208774	1
304504	207626	1
306010	212618	1
305437	201920	2
306267	207016	1
303013	202765	2
303591	203350	6
302947	203853	4
303745	211305	1
305775	205697	1
301675	204471	4
301518	208106	2
300954	211183	4
306652	209319	2
306325	207783	4
301620	214237	2
306514	210063	1
303669	208005	4
304397	201117	5
303262	210927	6
306595	212931	1
303061	201770	5
305822	213649	4
301042	203686	3
304871	214248	4
306189	205239	4
300535	201529	4
300252	209121	3
303536	204249	5
300673	210159	1
306511	203999	4
306477	210432	1
303086	206933	1
302307	200265	6
305159	206071	5
306678	201905	2
305318	201606	4
304649	204374	2
305511	200165	2
300937	214072	3
301737	211066	2
